Станция;Год;Месяц;День;Высота_снежного_покрова;Снежный_покров_.степень_покрытия;Q1;Q2;Q3
23776;1962;7;17;0;0;1;0;0
23776;1962;7;18;0;0;1;0;0
23776;1962;7;19;0;0;1;0;0
23776;1962;7;20;0;0;1;0;0
23776;1962;7;21;0;0;1;0;0
23776;1962;7;22;0;0;1;0;0
23776;1962;7;23;0;0;1;0;0
23776;1962;7;24;0;0;1;0;0
23776;1962;7;25;0;0;1;0;0
23776;1962;7;26;0;0;1;0;0
23776;1962;7;27;0;0;1;0;0
23776;1962;7;28;0;0;1;0;0
23776;1962;7;29;0;0;1;0;0
23776;1962;7;30;0;0;1;0;0
23776;1962;7;31;0;0;1;0;0
23776;1962;8;1;0;0;1;0;0
23776;1962;8;2;0;0;1;0;0
23776;1962;8;3;0;0;1;0;0
23776;1962;8;4;0;0;1;0;0
23776;1962;8;5;0;0;1;0;0
23776;1962;8;6;0;0;1;0;0
23776;1962;8;7;0;0;1;0;0
23776;1962;8;8;0;0;1;0;0
23776;1962;8;9;0;0;1;0;0
23776;1962;8;10;0;0;1;0;0
23776;1962;8;11;0;0;1;0;0
23776;1962;8;12;0;0;1;0;0
23776;1962;8;13;0;0;1;0;0
23776;1962;8;14;0;0;1;0;0
23776;1962;8;15;0;0;1;0;0
23776;1962;8;16;0;0;1;0;0
23776;1962;8;17;0;0;1;0;0
23776;1962;8;18;0;0;1;0;0
23776;1962;8;19;0;0;1;0;0
23776;1962;8;20;0;0;1;0;0
23776;1962;8;21;0;0;1;0;0
23776;1962;8;22;0;0;1;0;0
23776;1962;8;23;0;0;1;0;0
23776;1962;8;24;0;0;1;0;0
23776;1962;8;25;0;0;1;0;0
23776;1962;8;26;0;0;1;0;0
23776;1962;8;27;0;0;1;0;0
23776;1962;8;28;0;0;1;0;0
23776;1962;8;29;0;0;1;0;0
23776;1962;8;30;0;0;1;0;0
23776;1962;8;31;0;0;1;0;0
23776;1962;9;1;0;0;1;0;0
23776;1962;9;2;0;0;1;0;0
23776;1962;9;3;0;0;1;0;0
23776;1962;9;4;0;0;1;0;0
23776;1962;9;5;0;0;1;0;0
23776;1962;9;6;0;0;1;0;0
23776;1962;9;7;0;0;1;0;0
23776;1962;9;8;0;0;1;0;0
23776;1962;9;9;0;0;1;0;0
23776;1962;9;10;0;0;1;0;0
23776;1962;9;11;0;0;1;0;0
23776;1962;9;12;0;0;1;0;0
23776;1962;9;13;0;0;1;0;0
23776;1962;9;14;0;0;1;0;0
23776;1962;9;15;0;0;1;0;0
23776;1962;9;16;0;0;1;0;0
23776;1962;9;17;0;0;1;0;0
23776;1962;9;18;0;0;1;0;0
23776;1962;9;19;0;0;1;0;0
23776;1962;9;20;0;0;1;0;0
23776;1962;9;21;0;0;1;0;0
23776;1962;9;22;0;0;1;0;0
23776;1962;9;23;0;0;1;0;0
23776;1962;9;24;0;0;1;0;0
23776;1962;9;25;0;0;1;0;0
23776;1962;9;26;0;0;1;0;0
23776;1962;9;27;0;0;1;0;0
23776;1962;9;28;0;0;1;0;0
23776;1962;9;29;0;0;1;0;0
23776;1962;9;30;0;0;1;0;0
23776;1962;10;1;0;0;1;0;0
23776;1962;10;2;1;7;0;0;0
23776;1962;10;3;0;0;1;0;0
23776;1962;10;4;0;0;1;0;0
23776;1962;10;5;1;10;0;0;0
23776;1962;10;6;1;10;0;0;0
23776;1962;10;7;1;10;0;0;0
23776;1962;10;8;2;10;0;0;0
23776;1962;10;9;2;10;0;0;0
23776;1962;10;10;2;10;0;0;0
23776;1962;10;11;2;10;0;0;0
23776;1962;10;12;1;8;0;0;0
23776;1962;10;13;1;8;0;0;0
23776;1962;10;14;0;99;3;0;0
23776;1962;10;15;0;99;3;0;0
23776;1962;10;16;0;99;3;0;0
23776;1962;10;17;0;0;1;0;0
23776;1962;10;18;0;0;1;0;0
23776;1962;10;19;3;10;0;0;0
23776;1962;10;20;3;10;0;0;0
23776;1962;10;21;5;10;0;0;0
23776;1962;10;22;2;8;0;0;0
23776;1962;10;23;0;0;1;0;0
23776;1962;10;24;0;0;1;0;0
23776;1962;10;25;8;10;0;0;0
23776;1962;10;26;8;10;0;0;0
23776;1962;10;27;8;10;0;0;0
23776;1962;10;28;8;10;0;0;0
23776;1962;10;29;8;10;0;0;0
23776;1962;10;30;9;10;0;0;0
23776;1962;10;31;15;10;0;0;0
23776;1962;11;1;15;10;0;0;0
23776;1962;11;2;16;10;0;0;0
23776;1962;11;3;24;10;0;0;0
23776;1962;11;4;24;10;0;0;0
23776;1962;11;5;24;10;0;0;0
23776;1962;11;6;27;10;0;0;0
23776;1962;11;7;27;10;0;0;0
23776;1962;11;8;27;10;0;0;0
23776;1962;11;9;29;10;0;0;0
23776;1962;11;10;33;10;0;0;0
23776;1962;11;11;34;10;0;0;0
23776;1962;11;12;34;10;0;0;0
23776;1962;11;13;34;10;0;0;0
23776;1962;11;14;37;10;0;0;0
23776;1962;11;15;38;10;0;0;0
23776;1962;11;16;38;10;0;0;0
23776;1962;11;17;39;10;0;0;0
23776;1962;11;18;41;10;0;0;0
23776;1962;11;19;41;10;0;0;0
23776;1962;11;20;40;10;0;0;0
23776;1962;11;21;40;10;0;0;0
23776;1962;11;22;39;10;0;0;0
23776;1962;11;23;39;10;0;0;0
23776;1962;11;24;39;10;0;0;0
23776;1962;11;25;39;10;0;0;0
